,2024-10-01,2024-10-02,2024-10-03,2024-10-04,2024-10-05,2024-10-06,2024-10-07,2024-10-08,2024-10-09,2024-10-10,2024-10-11,2024-10-12,2024-10-13,2024-10-14,2024-10-15,2024-10-16,2024-10-17,2024-10-18,2024-10-19,2024-10-20,2024-10-21,2024-10-22,2024-10-23,2024-10-24,2024-10-25,2024-10-26,2024-10-27,2024-10-28,2024-10-29,2024-10-30,2024-10-31,2024-11-01,2024-11-02,2024-11-03,2024-11-04,2024-11-05,2024-11-06,2024-11-07,2024-11-08,2024-11-09,2024-11-10,2024-11-11,2024-11-12,2024-11-13,2024-11-14,2024-11-15,2024-11-16,2024-11-17,2024-11-18,2024-11-19,2024-11-20,2024-11-21,2024-11-22,2024-11-23,2024-11-24,2024-11-25,2024-11-26,2024-11-27,2024-11-28,2024-11-29,2024-11-30,2024-12-01,2024-12-02,2024-12-03,2024-12-04,2024-12-05,2024-12-06,2024-12-07,2024-12-08,2024-12-09,2024-12-10,2024-12-11,2024-12-12,2024-12-13,2024-12-14,2024-12-15,2024-12-16,2024-12-17,2024-12-18,2024-12-19,2024-12-20,2024-12-21,2024-12-22,2024-12-23,2024-12-24,2024-12-25,2024-12-26,2024-12-27,2024-12-28,2024-12-29,2024-12-30,2024-12-31,growth
T,21.575605392456055,21.634105682373047,21.497610092163086,21.361120223999023,21.361120223999023,21.361120223999023,21.234376907348633,21.3123722076416,21.380619049072266,20.95403289794922,21.102153778076172,21.102153778076172,21.102153778076172,20.993532180786133,21.240398406982422,21.437891006469727,21.457639694213867,21.57613754272461,21.57613754272461,21.57613754272461,21.388517379760742,21.23052406311035,22.208114624023438,21.921751022338867,21.556386947631836,21.556386947631836,21.556386947631836,21.83287811279297,21.902000427246094,21.744007110595703,22.257490158081055,21.842754364013672,21.842754364013672,21.842754364013672,21.645259857177734,21.773630142211914,22.040245056152344,21.763755798339844,22.059995651245117,22.059995651245117,22.059995651245117,22.030370712280273,21.87237548828125,22.020496368408203,21.97112274169922,22.395734786987305,22.395734786987305,22.395734786987305,22.70184898376465,22.445106506347656,22.543853759765625,22.691972732543945,22.889467239379883,22.889467239379883,22.889467239379883,22.810470581054688,22.800594329833984,22.97834014892578,22.97834014892578,22.86971664428711,22.86971664428711,22.86971664428711,22.415483474731445,23.442447662353516,23.23508071899414,23.531320571899414,23.580692291259766,23.580692291259766,23.580692291259766,23.077085494995117,23.215330123901367,23.185707092285156,23.067211151123047,23.333826065063477,23.333826065063477,23.333826065063477,22.553728103637695,22.543853759765625,22.198240280151367,22.287111282348633,22.46485710144043,22.46485710144043,22.46485710144043,22.553728103637695,22.662349700927734,22.662349700927734,22.672224044799805,22.57347869873047,22.57347869873047,22.57347869873047,22.32661247253418,22.48460578918457,0.04213093353321845
VZ,43.740020751953125,43.58522415161133,43.07245635986328,42.74351119995117,42.74351119995117,42.74351119995117,42.41456604003906,42.579036712646484,42.675785064697266,42.202178955078125,42.25130844116211,42.25130844116211,42.25130844116211,42.4379997253418,42.97842788696289,43.14546585083008,43.086509704589844,43.22407531738281,43.22407531738281,43.22407531738281,42.93912124633789,40.777427673339844,42.113746643066406,41.131160736083984,40.659515380859375,40.659515380859375,40.659515380859375,40.89533615112305,40.610389709472656,40.561256408691406,41.39645767211914,40.63986587524414,40.63986587524414,40.63986587524414,40.345088958740234,40.541603088378906,40.4433479309082,39.863616943359375,39.775184631347656,39.775184631347656,39.775184631347656,39.73588180541992,39.69657897949219,40.4236946105957,40.15839385986328,40.9248161315918,40.9248161315918,40.9248161315918,41.514366149902344,41.1999397277832,41.48488998413086,41.760013580322266,42.39870071411133,42.39870071411133,42.39870071411133,43.2142448425293,43.59745407104492,43.60728073120117,43.60728073120117,43.56797790527344,43.56797790527344,43.56797790527344,43.086509704589844,43.06686019897461,41.779666900634766,41.80914306640625,41.63227844238281,41.63227844238281,41.63227844238281,41.62245178222656,41.56349563598633,41.25889587402344,41.347328186035156,41.543846130371094,41.543846130371094,41.543846130371094,40.1682243347168,40.06996154785156,39.53936767578125,39.27406692504883,39.234764099121094,39.234764099121094,39.234764099121094,39.24458694458008,39.107025146484375,39.107025146484375,39.26424026489258,39.22493362426758,39.22493362426758,39.22493362426758,38.91050720214844,39.29372024536133,-0.1016529125993443
NKE,88.23081970214844,82.26165008544922,81.27174377441406,81.42023468017578,81.42023468017578,81.42023468017578,80.01455688476562,79.95515441894531,81.61820983886719,81.27174377441406,81.32123565673828,81.32123565673828,81.32123565673828,80.77678680419922,81.29154205322266,83.09318542480469,82.55862426757812,82.0834732055664,82.0834732055664,82.0834732055664,80.65799713134766,80.59860229492188,79.24242401123047,78.24261474609375,78.05452728271484,78.05452728271484,78.05452728271484,78.11392974853516,77.60906982421875,75.6787338256836,76.35188293457031,77.27249908447266,77.27249908447266,77.27249908447266,76.41128540039062,77.19331359863281,74.56014251708984,75.15409088134766,75.11449432373047,75.11449432373047,75.11449432373047,75.82723236083984,75.88663482666016,75.74803924560547,74.91651153564453,75.88663482666016,75.88663482666016,75.88663482666016,74.13448333740234,73.16437530517578,72.61991882324219,74.34236145019531,76.6191635131836,76.6191635131836,76.6191635131836,78.46039581298828,76.82704162597656,77.54966735839844,77.54966735839844,77.97533416748047,77.97533416748047,77.97533416748047,78.69171142578125,78.4628677368164,77.975341796875,78.18428039550781,78.49272155761719,78.49272155761719,78.49272155761719,77.24901580810547,76.35354614257812,78.45291900634766,77.5674057006836,76.86097717285156,76.86097717285156,76.86097717285156,76.81122589111328,77.6072006225586,76.51274108886719,76.71173095703125,76.55254364013672,76.55254364013672,76.55254364013672,76.37345123291016,76.4032974243164,76.4032974243164,76.55254364013672,76.03515625,76.03515625,76.03515625,74.2740707397461,75.28893280029297,-0.14668215647939098
ORCL,166.37603759765625,166.9234619140625,166.07745361328125,170.05868530273438,170.05868530273438,170.05868530273438,169.1728515625,173.55221557617188,177.45382690429688,174.97991943359375,175.3390350341797,175.3390350341797,175.3390350341797,175.68817138671875,173.66314697265625,174.34149169921875,175.24923706054688,174.26168823242188,174.26168823242188,174.26168823242188,173.33395385742188,174.88015747070312,172.6755828857422,173.9524383544922,173.0945587158203,173.0945587158203,173.0945587158203,171.9972381591797,173.0047607421875,174.13198852539062,167.428466796875,169.60313415527344,169.60313415527344,169.60313415527344,169.17417907714844,171.3588104248047,180.79562377929688,185.9130401611328,188.78598022460938,188.78598022460938,188.78598022460938,188.66627502441406,189.11517333984375,189.16505432128906,186.59136962890625,183.28948974609375,183.28948974609375,183.28948974609375,185.2746124267578,188.43682861328125,190.2823028564453,191.9581756591797,191.81851196289062,191.81851196289062,191.81851196289062,187.52906799316406,189.90322875976562,182.2520294189453,182.2520294189453,184.3867950439453,184.3867950439453,184.3867950439453,180.9652099609375,182.4415740966797,187.72857666015625,185.7833709716797,191.22000122070312,191.22000122070312,191.22000122070312,189.9830322265625,177.30419921875,178.1421356201172,174.89013671875,172.96485900878906,172.96485900878906,172.96485900878906,170.81015014648438,169.2938995361328,165.0044403076172,168.3761444091797,169.2440185546875,169.2440185546875,169.2440185546875,168.72528076171875,170.98973083496094,170.98973083496094,171.25904846191406,168.5457305908203,168.5457305908203,168.5457305908203,166.50076293945312,166.23141479492188,-0.0008692525968439839
LLY,881.4983520507812,888.066162109375,882.5647583007812,884.1693115234375,884.1693115234375,884.1693115234375,895.3713989257812,910.6397094726562,916.6394653320312,907.6199951171875,928.91796875,928.91796875,928.91796875,926.3765869140625,910.2410888671875,913.3306274414062,914.0283203125,914.8754272460938,914.8754272460938,914.8754272460938,903.0753784179688,906.085205078125,900.205078125,888.3153076171875,889.690673828125,889.690673828125,889.690673828125,892.5709228515625,900.5339965820312,843.975341796875,826.94287109375,816.1693115234375,816.1693115234375,816.1693115234375,803.4224853515625,803.3427124023438,773.7627563476562,794.76171875,828.73681640625,828.73681640625,828.73681640625,829.6337890625,816.0995483398438,809.0733032226562,783.5795288085938,744.9161987304688,744.9161987304688,744.9161987304688,725.9488525390625,728.4744873046875,752.11376953125,748.6297607421875,746.7230834960938,746.7230834960938,746.7230834960938,753.7010498046875,787.9619750976562,786.8339233398438,786.8339233398438,793.9815673828125,793.9815673828125,793.9815673828125,798.4239501953125,811.9306640625,828.4122924804688,824.1995239257812,825.2876586914062,825.2876586914062,825.2876586914062,802.1974487304688,798.204345703125,794.6604614257812,781.0039672851562,787.7623291015625,787.7623291015625,787.7623291015625,777.6597290039062,777.2803955078125,763.3943481445312,756.2366333007812,766.4390869140625,766.4390869140625,766.4390869140625,794.9100341796875,794.301025390625,794.301025390625,792.773681640625,781.8225708007812,781.8225708007812,781.8225708007812,772.5086669921875,770.6717529296875,-0.1257252482245245
HON,203.96890258789062,201.8012237548828,200.81141662597656,201.70223999023438,201.70223999023438,201.70223999023438,201.2568359375,204.889404296875,211.52108764648438,211.42210388183594,213.78775024414062,213.78775024414062,213.78775024414062,215.38133239746094,215.0546875,216.72747802734375,217.3114471435547,219.75625610351562,219.75625610351562,219.75625610351562,219.24156188964844,220.08290100097656,218.0933837890625,206.96800231933594,205.8791961669922,205.8791961669922,205.8791961669922,203.9985809326172,203.8798065185547,202.11795043945312,203.58285522460938,207.05706787109375,207.05706787109375,207.05706787109375,205.42388916015625,206.65126037597656,214.19354248046875,215.28233337402344,217.25205993652344,217.25205993652344,217.25205993652344,222.94342041015625,231.5250244140625,230.693603515625,228.31805419921875,227.77099609375,227.77099609375,227.77099609375,227.63174438476562,226.98519897460938,225.46334838867188,224.8864288330078,227.89035034179688,227.89035034179688,227.89035034179688,229.37242126464844,229.17347717285156,228.4175262451172,228.4175262451172,231.6900177001953,231.6900177001953,231.6900177001953,228.7258758544922,225.75180053710938,228.5667266845703,225.08535766601562,225.17489624023438,225.17489624023438,225.17489624023438,223.89175415039062,227.8605194091797,227.8406219482422,226.47792053222656,226.4082794189453,226.4082794189453,226.4082794189453,234.74368286132812,231.8889617919922,225.65232849121094,225.67222595214844,227.1045684814453,227.1045684814453,227.1045684814453,225.93084716796875,227.6814727783203,227.6814727783203,230.62571716308594,228.28822326660156,228.28822326660156,228.28822326660156,225.3937225341797,224.6875,0.10157723628081829
MCD,299.439453125,300.2103271484375,299.9039611816406,300.2103271484375,300.2103271484375,300.2103271484375,297.3343200683594,298.3720397949219,300.27947998046875,300.487060546875,301.4753723144531,301.4753723144531,301.4753723144531,306.2192687988281,309.6783752441406,309.2632751464844,311.0224914550781,312.8607482910156,312.8607482910156,312.8607482910156,311.21026611328125,311.0125732421875,295.08099365234375,298.0557861328125,289.19061279296875,289.19061279296875,289.19061279296875,293.32177734375,291.55267333984375,288.11334228515625,288.69647216796875,291.7602233886719,291.7602233886719,291.7602233886719,289.4278259277344,293.8455810546875,290.5643615722656,291.2166748046875,295.476318359375,295.476318359375,295.476318359375,298.0063781738281,295.1600341796875,293.875244140625,295.0710754394531,289.21038818359375,289.21038818359375,289.21038818359375,287.6982727050781,287.3326110839844,287.510498046875,285.0989990234375,286.8878479003906,286.8878479003906,286.8878479003906,292.7287902832031,292.86712646484375,291.6317443847656,291.6317443847656,292.5509033203125,292.5509033203125,292.5509033203125,290.76123046875,292.80938720703125,293.39599609375,297.7508544921875,297.2637023925781,297.2637023925781,297.2637023925781,299.63995361328125,298.9837341308594,294.40020751953125,294.92718505859375,294.8973388671875,294.8973388671875,294.8973388671875,296.0009765625,294.38031005859375,289.2101745605469,288.5639343261719,290.9998474121094,290.9998474121094,290.9998474121094,289.6178283691406,292.30230712890625,292.30230712890625,293.107666015625,291.9344482421875,291.9344482421875,291.9344482421875,287.9375305175781,288.22589111328125,-0.037448512194008333
ABT,112.43727111816406,112.5164794921875,111.12042999267578,111.5263671875,111.5263671875,111.5263671875,112.23925018310547,113.49668884277344,114.80364227294922,114.47691345214844,114.97196197509766,114.97196197509766,114.97196197509766,116.09078979492188,115.4441909790039,117.20494842529297,117.27458190917969,118.7667465209961,118.7667465209961,118.7667465209961,116.3792724609375,115.51382446289062,116.39917755126953,115.93162536621094,113.62374114990234,113.62374114990234,113.62374114990234,113.47451782226562,112.80802154541016,113.85253143310547,112.7781753540039,117.98087310791016,117.98087310791016,117.98087310791016,117.03583526611328,117.11541748046875,116.19026947021484,114.69810485839844,115.98136138916016,115.98136138916016,115.98136138916016,116.19026947021484,115.8321533203125,115.13580322265625,114.42951202392578,115.29496765136719,115.29496765136719,115.29496765136719,116.74734497070312,116.51854705810547,115.32481384277344,116.64787292480469,117.145263671875,117.145263671875,117.145263671875,117.51332092285156,117.3442153930664,118.32904052734375,118.32904052734375,118.14997863769531,118.14997863769531,118.14997863769531,116.2002182006836,115.68292999267578,115.3646011352539,114.98657989501953,114.99653625488281,114.99653625488281,114.99653625488281,114.30018615722656,114.89705657958984,113.54415130615234,113.26561737060547,112.78812408447266,112.78812408447266,112.78812408447266,112.03209686279297,112.69859313964844,111.34569549560547,111.8331298828125,113.6336898803711,113.6336898803711,113.6336898803711,113.71326446533203,114.16091918945312,114.16091918945312,114.66825103759766,114.38971710205078,114.38971710205078,114.38971710205078,112.21115112304688,112.51953125,0.0007316091098430128
DHR,274.2394714355469,273.5902404785156,270.2041931152344,269.7147521972656,269.7147521972656,269.7147521972656,268.4762268066406,268.4961853027344,268.91571044921875,266.1389465332031,270.014404296875,270.014404296875,270.014404296875,271.24298095703125,272.3616638183594,267.71710205078125,271.6625061035156,274.0596923828125,274.0596923828125,274.0596923828125,271.7723388671875,260.9749755859375,255.70114135742188,247.71047973632812,245.10353088378906,245.10353088378906,245.10353088378906,243.8350067138672,242.40667724609375,242.03712463378906,245.3732147216797,247.4707489013672,247.4707489013672,247.4707489013672,246.8914337158203,249.778076171875,247.4707489013672,245.8126983642578,245.10353088378906,245.10353088378906,245.10353088378906,242.9660186767578,239.32029724121094,241.24803161621094,239.10055541992188,230.2309112548828,230.2309112548828,230.2309112548828,229.7914276123047,230.5705108642578,232.827880859375,234.77560424804688,235.56466674804688,235.56466674804688,235.56466674804688,237.40252685546875,236.30381774902344,238.5511932373047,238.5511932373047,239.41018676757812,239.41018676757812,239.41018676757812,241.00830078125,240.58880615234375,235.9841766357422,227.60397338867188,229.85134887695312,229.85134887695312,229.85134887695312,235.6345977783203,234.06642150878906,235.12518310546875,234.2262420654297,234.61578369140625,234.61578369140625,234.61578369140625,233.90660095214844,233.2573699951172,228.03347778320312,225.89598083496094,228.28318786621094,228.28318786621094,228.28318786621094,228.89247131347656,230.48062133789062,230.48062133789062,231.00999450683594,231.10000610351562,231.10000610351562,231.10000610351562,229.64999389648438,229.5500030517578,-0.16295782714959106
MDT,89.22794342041016,88.3554916381836,87.0170669555664,87.50286865234375,87.50286865234375,87.50286865234375,86.2933349609375,87.38389587402344,87.59209442138672,88.08780670166016,88.59342956542969,88.59342956542969,88.59342956542969,89.23786163330078,89.0693130493164,89.21802520751953,89.01974487304688,91.44872283935547,91.44872283935547,91.44872283935547,90.24910736083984,90.33834075927734,91.47846221923828,90.2094497680664,89.81287384033203,89.81287384033203,89.81287384033203,89.82279205322266,89.54519653320312,89.7236557006836,88.484375,89.2973403930664,89.2973403930664,89.2973403930664,88.54386138916016,88.91069030761719,89.33699798583984,87.36407470703125,86.96749877929688,86.96749877929688,86.96749877929688,87.51277923583984,87.54252624511719,87.2153549194336,85.26225280761719,86.77912902832031,86.77912902832031,86.77912902832031,86.83861541748047,84.27083587646484,83.38847351074219,84.0130615234375,85.47045135498047,85.47045135498047,85.47045135498047,85.014404296875,84.94499969482422,85.52993774414062,85.52993774414062,85.79762268066406,85.79762268066406,85.79762268066406,85.79762268066406,84.97473907470703,84.58808898925781,83.418212890625,83.2893295288086,83.2893295288086,83.2893295288086,83.23975372314453,82.8630142211914,82.20867919921875,82.02030944824219,81.77245330810547,81.77245330810547,81.77245330810547,80.65214538574219,80.6719741821289,79.34346771240234,79.3038101196289,80.33489227294922,80.33489227294922,80.33489227294922,80.70172119140625,80.84051513671875,80.84051513671875,80.9000015258789,80.73999786376953,80.73999786376953,80.73999786376953,79.61000061035156,79.87999725341797,-0.10476478341485479
COST,875.2486572265625,876.3959350585938,873.5427856445312,880.9647216796875,880.9647216796875,880.9647216796875,871.4678955078125,888.2570190429688,906.8916015625,891.4591674804688,886.8704223632812,886.8704223632812,886.8704223632812,887.5985717773438,892.4368286132812,885.2244262695312,883.139404296875,887.3990478515625,887.3990478515625,887.3990478515625,884.6159057617188,891.3195190429688,896.9857177734375,891.2496337890625,889.0549926757812,889.0549926757812,889.0549926757812,888.7957153320312,884.8353271484375,876.9545288085938,872.056396484375,876.3417358398438,876.3417358398438,876.3417358398438,885.092041015625,889.1875,898.2575073242188,912.9212646484375,942.75830078125,942.75830078125,942.75830078125,931.8504028320312,931.3509521484375,932.6994018554688,922.8703002929688,906.06884765625,906.06884765625,906.06884765625,918.4951171875,929.1234130859375,927.0557250976562,954.5952758789062,962.946044921875,962.946044921875,962.946044921875,959.8294677734375,970.427734375,960.4887084960938,960.4887084960938,970.8073120117188,970.8073120117188,970.8073120117188,973.9238891601562,981.0660400390625,989.8262939453125,981.1759033203125,991.5144653320312,991.5144653320312,991.5144653320312,986.7697143554688,992.3035888671875,993.5921630859375,987.2991333007812,988.258056640625,988.258056640625,988.258056640625,991.774169921875,980.99609375,963.6752319335938,953.7461547851562,953.0170288085938,953.0170288085938,953.0170288085938,948.861572265625,957.7617797851562,957.7617797851562,955.084716796875,938.662841796875,938.662841796875,938.662841796875,921.1921997070312,915.2587280273438,0.04571280455038098
AMGN,315.23199462890625,314.6513671875,312.4371032714844,314.5824890136719,314.5824890136719,314.5824890136719,312.4075927734375,312.6339416503906,317.2887878417969,315.9110412597656,323.13446044921875,323.13446044921875,323.13446044921875,319.46368408203125,319.9262390136719,316.52117919921875,316.2259521484375,316.5506896972656,316.5506896972656,316.5506896972656,311.7088317871094,314.5824890136719,309.8981018066406,310.675537109375,311.9450378417969,311.9450378417969,311.9450378417969,312.1320495605469,310.9806213378906,310.5279541015625,315.07452392578125,314.14947509765625,314.14947509765625,314.14947509765625,311.87615966796875,314.2183837890625,316.67864990234375,316.7967529296875,320.11322021484375,320.11322021484375,320.11322021484375,316.6983337402344,294.0931701660156,296.6518859863281,291.2294006347656,279.1051025390625,279.1051025390625,279.1051025390625,276.52593994140625,277.7064208984375,285.56292724609375,287.57666015625,292.1695556640625,292.1695556640625,292.1695556640625,291.643798828125,277.76593017578125,277.825439453125,277.825439453125,280.6029968261719,280.6029968261719,280.6029968261719,275.8712463378906,276.0894775390625,276.02996826171875,272.1314392089844,270.39544677734375,270.39544677734375,270.39544677734375,275.4049987792969,273.5400695800781,271.21881103515625,271.8636169433594,268.451171875,268.451171875,268.451171875,264.36419677734375,263.8186340332031,256.7060546875,259.0967712402344,261.2691955566406,261.2691955566406,261.2691955566406,261.8842468261719,262.37030029296875,262.37030029296875,261.07080078125,260.5450439453125,260.5450439453125,260.5450439453125,257.2218933105469,258.5511779785156,-0.17980667450052384
TXN,198.81121826171875,200.6158905029297,198.88023376464844,199.90586853027344,199.90586853027344,199.90586853027344,198.48577880859375,199.41278076171875,202.1345977783203,199.669189453125,202.2726593017578,202.2726593017578,202.2726593017578,205.7735595703125,197.0755615234375,197.913818359375,195.55686950683594,195.72451782226562,195.72451782226562,195.72451782226562,193.06185913085938,191.28675842285156,198.94927978515625,203.7519073486328,204.06747436523438,204.06747436523438,204.06747436523438,202.98269653320312,208.4263458251953,205.05364990234375,201.66868591308594,203.41575622558594,203.41575622558594,203.41575622558594,202.16500854492188,200.9738311767578,213.39198303222656,215.943115234375,218.6729278564453,218.6729278564453,218.6729278564453,214.28538513183594,211.2180633544922,204.2098846435547,204.4878387451172,199.64364624023438,199.64364624023438,199.64364624023438,205.65916442871094,199.59402465820312,196.73516845703125,196.74508666992188,196.5465545654297,196.5465545654297,196.5465545654297,201.44036865234375,199.4748992919922,197.7278289794922,197.7278289794922,199.5543212890625,199.5543212890625,199.5543212890625,200.29881286621094,195.78221130371094,195.2064666748047,191.57333374023438,191.6825408935547,191.6825408935547,191.6825408935547,192.0299530029297,188.78395080566406,190.2928009033203,190.302734375,190.18360900878906,190.18360900878906,190.18360900878906,188.0692596435547,186.73907470703125,183.64198303222656,183.11587524414062,185.49826049804688,185.49826049804688,185.49826049804688,188.7442626953125,191.02737426757812,191.02737426757812,190.3225860595703,189.776611328125,189.776611328125,189.776611328125,186.58026123046875,186.13356018066406,-0.06376731751809692
UPS,129.79200744628906,129.5387725830078,127.30855560302734,127.82470703125,127.82470703125,127.82470703125,127.77601623535156,127.54229736328125,129.52903747558594,129.37322998046875,131.08729553222656,131.08729553222656,131.08729553222656,131.05807495117188,130.3081817626953,132.294921875,131.87615966796875,132.38258361816406,132.38258361816406,132.38258361816406,127.90263366699219,127.90263366699219,127.98054504394531,134.7394256591797,133.84341430664062,133.84341430664062,133.84341430664062,131.8079833984375,130.8048553466797,130.3081817626953,130.56138610839844,130.55165100097656,130.55165100097656,130.55165100097656,129.52903747558594,130.3471221923828,130.42503356933594,130.64903259277344,128.98365783691406,128.98365783691406,128.98365783691406,128.17532348632812,126.74368286132812,130.1912841796875,129.17843627929688,130.57113647460938,130.57113647460938,130.57113647460938,133.22315979003906,131.3203887939453,130.22605895996094,129.51620483398438,132.91754150390625,132.91754150390625,132.91754150390625,135.59915161132812,133.05555725097656,133.76539611816406,133.76539611816406,133.80484008789062,133.80484008789062,133.80484008789062,132.1288299560547,127.87964630126953,126.96276092529297,125.78955078125,123.83749389648438,123.83749389648438,123.83749389648438,126.71629333496094,128.3824462890625,127.29795837402344,127.1599349975586,126.94303894042969,126.94303894042969,126.94303894042969,126.73601531982422,125.52336883544922,122.07275390625,120.91926574707031,123.90650939941406,123.90650939941406,123.90650939941406,123.97552490234375,124.47832489013672,124.47832489013672,124.57691192626953,124.3304443359375,124.3304443359375,124.3304443359375,123.55158996582031,124.3205795288086,-0.04215535320805229
RTX,123.10797119140625,122.7615737915039,122.3953857421875,123.62261199951172,123.62261199951172,123.62261199951172,123.76116180419922,122.22714233398438,122.67249298095703,121.67292022705078,122.6527099609375,122.6527099609375,122.6527099609375,123.35538482666016,123.74136352539062,124.91910552978516,124.45394897460938,124.6221923828125,124.6221923828125,124.6221923828125,124.60240173339844,124.23621368408203,125.8989028930664,123.87992858886719,123.87003326416016,123.87003326416016,123.87003326416016,124.13725280761719,121.52445983886719,120.60404205322266,119.74301147460938,117.52609252929688,117.52609252929688,117.52609252929688,116.78382873535156,117.75372314453125,120.33682250976562,118.8423843383789,122.27662658691406,122.27662658691406,122.27662658691406,123.27621459960938,122.09848022460938,122.47456359863281,117.69434356689453,117.9331283569336,117.9331283569336,117.9331283569336,118.78880310058594,118.36096954345703,118.55001068115234,119.92305755615234,120.16184997558594,120.16184997558594,120.16184997558594,118.05252838134766,120.0026626586914,119.73401641845703,119.73401641845703,121.21651458740234,121.21651458740234,121.21651458740234,118.0823745727539,117.50529479980469,118.62960815429688,117.92317962646484,117.3958511352539,117.3958511352539,117.3958511352539,115.99295043945312,117.01776885986328,116.35114288330078,115.46562194824219,117.15705871582031,117.15705871582031,117.15705871582031,117.51525115966797,116.82872009277344,113.87367248535156,114.87859344482422,115.8934555053711,115.8934555053711,115.8934555053711,116.04269409179688,116.24169158935547,116.24169158935547,116.45063781738281,116.12229919433594,116.12229919433594,116.12229919433594,114.63980102539062,115.13728332519531,-0.06474550582771153
BMY,51.743255615234375,52.584442138671875,53.01482391357422,53.37089538574219,53.37089538574219,53.37089538574219,52.856571197509766,51.90705490112305,52.22356033325195,51.82792663574219,51.63011169433594,51.63011169433594,51.63011169433594,52.09497833251953,52.18399429321289,52.78733444213867,52.59941101074219,52.63897705078125,52.63897705078125,52.63897705078125,51.55098342895508,52.18399429321289,52.4807243347168,52.342247009277344,51.35316467285156,51.35316467285156,51.35316467285156,52.0653076171875,51.92683410644531,52.085086822509766,55.161136627197266,53.726966857910156,53.726966857910156,53.726966857910156,54.84463119506836,55.33917236328125,54.676483154296875,54.11270523071289,53.54893112182617,53.54893112182617,53.54893112182617,59.16691970825195,58.37565231323242,57.77231216430664,57.861331939697266,55.606224060058594,55.606224060058594,55.606224060058594,56.17988967895508,57.594276428222656,57.24810028076172,57.594276428222656,58.227291107177734,58.227291107177734,58.227291107177734,58.13827133178711,58.09871292114258,58.6229248046875,58.6229248046875,58.57347106933594,58.57347106933594,58.57347106933594,59.285606384277344,58.04925537109375,57.732749938964844,58.1976203918457,58.73172378540039,58.73172378540039,58.73172378540039,58.06903839111328,57.485477447509766,56.03152847290039,55.665565490722656,55.171024322509766,55.171024322509766,55.171024322509766,55.26004409790039,57.02061080932617,56.219451904296875,55.68534851074219,56.704105377197266,56.704105377197266,56.704105377197266,56.951377868652344,57.1294059753418,57.1294059753418,57.366790771484375,57.0502815246582,57.0502815246582,57.0502815246582,55.44797134399414,55.94251251220703,0.08115563752305335
LIN,472.0091247558594,472.82391357421875,466.77252197265625,465.21246337890625,465.21246337890625,465.21246337890625,460.30377197265625,466.4645080566406,466.5936584472656,466.44464111328125,471.0353088378906,471.0353088378906,471.0353088378906,474.5528869628906,477.6630554199219,480.912353515625,482.9791259765625,483.36669921875,483.36669921875,483.36669921875,480.2962341308594,478.89520263671875,474.4038391113281,471.4526672363281,470.7571105957031,470.7571105957031,470.7571105957031,472.98291015625,471.6513977050781,470.3993835449219,453.2586975097656,454.411376953125,454.411376953125,454.411376953125,455.41497802734375,452.0067443847656,459.6976623535156,462.5196533203125,456.567626953125,456.567626953125,456.567626953125,453.546875,452.7022399902344,453.34814453125,450.6155700683594,446.25341796875,446.25341796875,446.25341796875,445.7267761230469,441.245361328125,447.2868347167969,452.1855773925781,451.89739990234375,451.89739990234375,451.89739990234375,452.8016662597656,453.70587158203125,454.2225646972656,454.2225646972656,458.0680236816406,458.0680236816406,458.0680236816406,456.77630615234375,456.5968933105469,457.9224853515625,447.0885925292969,447.94573974609375,447.94573974609375,447.94573974609375,441.1085510253906,443.3311462402344,439.06536865234375,437.0421142578125,433.8527526855469,433.8527526855469,433.8527526855469,426.87603759765625,428.7697448730469,420.8660583496094,418.1949768066406,422.8992919921875,422.8992919921875,422.8992919921875,420.9258728027344,424.35443115234375,424.35443115234375,422.9092712402344,421.57373046875,421.57373046875,421.57373046875,416.27142333984375,417.278076171875,-0.11595336978346192
UNP,242.8063507080078,240.63092041015625,237.9413299560547,236.1910858154297,236.1910858154297,236.1910858154297,234.22332763671875,234.90562438964844,235.02427673339844,236.1515350341797,239.6025390625,239.6025390625,239.6025390625,242.52947998046875,243.0436553955078,245.32785034179688,239.01913452148438,241.37254333496094,241.37254333496094,241.37254333496094,237.66444396972656,238.7521514892578,238.6532745361328,228.1717071533203,227.7267303466797,227.7267303466797,227.7267303466797,229.38795471191406,229.39785766601562,229.57583618164062,229.47695922851562,230.0900421142578,230.0900421142578,230.0900421142578,227.34109497070312,231.2568359375,245.71348571777344,239.84974670410156,238.79171752929688,238.79171752929688,238.79171752929688,239.24656677246094,236.24053955078125,237.72378540039062,232.94773864746094,232.9378662109375,232.9378662109375,232.9378662109375,231.7908172607422,230.68331909179688,230.95030212402344,236.3493194580078,239.681640625,239.681640625,239.681640625,246.5342254638672,242.8854522705078,242.4899139404297,242.4899139404297,241.92630004882812,241.92630004882812,241.92630004882812,238.08963012695312,234.3419952392578,232.3742218017578,232.00836181640625,230.96022033691406,230.96022033691406,230.96022033691406,232.26303100585938,235.7936248779297,232.50172424316406,232.43211364746094,233.69515991210938,233.69515991210938,233.69515991210938,231.61659240722656,228.62306213378906,223.31224060058594,221.92984008789062,225.08253479003906,225.08253479003906,225.08253479003906,225.88809204101562,228.49375915527344,228.49375915527344,228.97113037109375,228.6727752685547,228.6727752685547,228.6727752685547,226.5444793701172,226.79310607910156,-0.06595068284751471
